240849_at,1554154_at,230291_s_at,238023_at,233443_at,224370_s_at,1560303_at,1567237_at,226573_at,244070_at,206827_s_at,1569362_at,242180_at,1561928_s_at,1555962_at,209811_at,201489_at,227196_at,237707_at,1553235_at,212848_s_at,231541_s_at,207084_at,1564876_s_at,212864_at,236195_x_at,215507_x_at,228757_at,220778_x_at,1553640_at,225013_at,235825_at,1561631_at,235765_at,233871_at,1556228_a_at,230978_at,201056_at,244160_at,234110_at,213222_at,1555888_at,1555687_a_at,203080_s_at,219292_at,209001_s_at,241771_at,222020_s_at,Class
74.922,30.6428,7.92519,18.3683,49.7464,5.45024,8.29509,18.3914,77.071,19.4847,69.4954,6.72345,35.4727,33.2894,55.53,73.3002,1014.2,9.6856,11.1793,30.3951,62.8661,34.6976,20.3515,36.7089,448.487,70.3137,64.6489,57.1879,106.783,22.1762,20.6712,19.8297,7.64499,27.9802,10.6395,196.814,27.1986,73.464,49.026,6.21823,72.2536,383.847,17.8897,734.552,117.181,1317.32,21.5485,17.173,Autism
61.4147,30.9797,6.11238,16.3508,39.9682,5.46462,8.57874,22.333,60.0432,23.1726,59.094,7.09644,37.9345,38.4005,67.4662,45.9206,865.735,8.47174,11.2534,30.198,57.2795,33.7204,17.532,50.2217,426.743,52.4177,46.9403,58.1966,97.3681,17.3873,19.849,16.7293,6.31611,53.2187,12.8446,266.091,18.8822,125.185,43.2253,6.70353,57.8655,300.335,16.5756,906.313,117.858,1172.84,20.0002,21.3477,Autism
55.4522,32.1096,6.39953,13.8687,48.0244,5.48992,8.33624,12.9726,55.6342,17.5509,63.1362,8.77307,32.1532,26.728,49.3055,62.0285,750.385,7.10789,12.9784,29.0288,72.7669,30.8384,18.9562,38.1829,349.62,63.0286,58.7148,56.364,80.0974,17.4528,14.3137,18.9362,6.20501,31.1728,10.1744,146.97,21.8126,123.895,45.0098,5.5396,101.023,425.842,15.5171,617.177,150.601,1129.77,15.806,16.5113,Autism
82.5655,32.6615,7.57887,15.8192,41.8739,5.28369,9.47174,24.9634,73.1953,18.8334,66.3368,6.99322,43.9848,33.4933,41.2447,53.0299,947.477,10.5641,9.52538,32.6495,73.7112,38.9202,22.2618,51.7271,374.756,69.8616,53.4695,58.0277,119.261,18.0435,24.2304,21.5079,7.37977,29.8333,12.9348,166.9,28.6394,95.5761,43.3513,6.00481,86.1675,161.573,16.2029,432.397,135.082,1197.27,22.2852,17.1048,Autism
60.4856,24.4245,6.4961,19.4658,60.1323,5.44303,7.16404,15.8161,58.4438,18.0583,68.7655,8.8231,35.306,27.9869,51.0663,33.4684,844.153,7.4561,9.56261,29.8682,70.1676,38.895,16.8366,39.8663,299.419,72.1853,60.1323,62.7671,96.8239,15.4776,18.7761,16.8135,7.68622,47.9233,13.5381,218.387,25.6304,138.899,44.3285,5.55433,85.2098,270.057,16.9031,709.387,89.8222,1020.77,21.199,18.3933,Autism
70.4503,38.0291,6.57523,16.1945,46.1745,5.48475,9.65553,18.0353,68.8452,16.1451,70.1394,7.16119,34.3641,32.8918,53.491,86.2966,1019.31,9.12877,12.8972,27.9262,43.3125,35.9312,17.5615,34.835,592.316,71.7665,57.2351,56.8111,102.707,22.7379,18.6481,19.3492,7.78727,33.56,13.9898,203.916,24.8813,82.7312,57.8498,6.34439,106.411,333.309,19.0035,759.078,80.9039,1322.69,22.9754,18.841,Autism
64.2351,20.4482,5.67703,15.2068,47.7609,5.00356,8.74147,11.6642,49.9643,14.3017,46.7242,8.82177,37.8869,26.4982,67.7586,54.5574,844.092,7.54672,9.6522,28.622,43.6828,33.7304,33.854,31.3917,508.249,62.4006,63.3278,37.0093,86.4921,18.1358,41.1274,20.5418,6.85272,19.1526,14.1962,227.981,15.9719,99.2672,39.8244,5.63822,89.7233,247.152,11.8815,493.202,115.224,1263.04,14.8556,15.2102,Autism
54.4931,30.2559,6.1844,13.4563,46.777,4.69011,7.88612,12.6823,45.4962,18.1099,64.9108,8.22039,30.6557,40.86,62.9869,67.8817,704.38,8.54948,8.8233,22.3593,45.2152,30.3833,19.6745,36.4868,394.238,72.3664,51.8274,50.1662,62.3199,18.7612,23.2538,19.0663,5.7741,25.1323,10.2979,171.134,14.8103,115.798,36.9109,6.1844,69.1316,246.963,14.2817,377.504,140.464,1051.69,16.985,9.57445,Autism
61.292,25.8463,10.6452,11.525,56.7803,5.85515,9.0191,13.9552,47.4422,16.912,59.7784,7.50582,37.7852,36.3642,49.3799,62.6708,1143.41,7.8735,10.5658,26.4167,53.8759,30.1167,18.5741,34.1771,427.218,50.2596,53.2984,44.3153,62.4999,16.4463,21.3356,29.2503,5.95518,31.1097,13.575,201.023,16.055,81.5815,35.3181,6.04755,77.2893,300.241,14.535,581.803,136.08,1188.57,17.5723,19.5094,Autism
67.0636,28.4681,7.11243,17.0885,52.8346,5.01987,7.73111,22.2863,91.8654,18.269,62.6022,7.74636,43.1946,34.8517,67.3434,45.1632,991.673,8.79928,10.0511,26.967,51.4487,35.6219,16.7978,44.9658,453.356,83.5158,45.5801,70.1537,111.921,16.7678,20.7813,20.1166,7.33775,59.8754,12.9741,180.652,30.4195,112.925,44.1523,5.59805,52.3,311.755,14.0166,739.674,133.535,1432.71,23.6643,17.3394,Autism

